;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/09/2021 20:39:39
;----------------------------------------------

;Address Opcode 	ASM
0x0894	0x01F6      	CLRF       R4+2
0x0895	0x01F7      	CLRF       R4+3
0x0896	0x118A      	BCF        PCLATH, 3
0x0897	0x24B0      	CALL       _Mul_32x32_U
0x0898	0x158A      	BSF        PCLATH, 3
0x0899	0x0870      	MOVF       R0, 0
0x089A	0x00DC      	MOVWF      FLOC__Celsius
0x089B	0x0871      	MOVF       R0+1, 0
0x089C	0x00DD      	MOVWF      FLOC__Celsius+1
0x089D	0x0872      	MOVF       R0+2, 0
0x089E	0x00DE      	MOVWF      FLOC__Celsius+2
0x089F	0x0873      	MOVF       R0+3, 0
0x08A0	0x00DF      	MOVWF      FLOC__Celsius+3
0x08A1	0x30FF      	MOVLW      255
0x08A2	0x00F4      	MOVWF      R4
0x08A3	0x3003      	MOVLW      3
0x08A4	0x00F5      	MOVWF      R4+1
0x08A5	0x01F6      	CLRF       R4+2
0x08A6	0x01F7      	CLRF       R4+3
0x08A7	0x085C      	MOVF       FLOC__Celsius, 0
0x08A8	0x00F0      	MOVWF      R0
0x08A9	0x085D      	MOVF       FLOC__Celsius+1, 0
0x08AA	0x00F1      	MOVWF      R0+1
0x08AB	0x085E      	MOVF       FLOC__Celsius+2, 0
0x08AC	0x00F2      	MOVWF      R0+2
0x08AD	0x085F      	MOVF       FLOC__Celsius+3, 0
0x08AE	0x00F3      	MOVWF      R0+3
0x08AF	0x118A      	BCF        PCLATH, 3
0x08B0	0x2152      	CALL       _Div_32x32_U
0x08B1	0x158A      	BSF        PCLATH, 3
0x08B2	0x0870      	MOVF       R0, 0
0x08B3	0x00D8      	MOVWF      _dec1
;MyProject.c,223 :: 		dec2 = (((((store*vdd*factor)%ad_resolution)*10)%ad_resolution)*10)/ad_resolution;
0x08B4	0x30FF      	MOVLW      255
0x08B5	0x00F4      	MOVWF      R4
0x08B6	0x3003      	MOVLW      3
0x08B7	0x00F5      	MOVWF      R4+1
0x08B8	0x01F6      	CLRF       R4+2
0x08B9	0x01F7      	CLRF       R4+3
0x08BA	0x085C      	MOVF       FLOC__Celsius, 0
0x08BB	0x00F0      	MOVWF      R0
0x08BC	0x085D      	MOVF       FLOC__Celsius+1, 0
0x08BD	0x00F1      	MOVWF      R0+1
0x08BE	0x085E      	MOVF       FLOC__Celsius+2, 0
0x08BF	0x00F2      	MOVWF      R0+2
0x08C0	0x085F      	MOVF       FLOC__Celsius+3, 0
0x08C1	0x00F3      	MOVWF      R0+3
0x08C2	0x118A      	BCF        PCLATH, 3
0x08C3	0x2152      	CALL       _Div_32x32_U
0x08C4	0x158A      	BSF        PCLATH, 3
0x08C5	0x0878      	MOVF       R8, 0
0x08C6	0x00F0      	MOVWF      R0
0x08C7	0x0879      	MOVF       R8+1, 0
0x08C8	0x00F1      	MOVWF      R0+1
0x08C9	0x087A      	MOVF       R8+2, 0
0x08CA	0x00F2      	MOVWF      R0+2
0x08CB	0x087B      	MOVF       R8+3, 0
0x08CC	0x00F3      	MOVWF      R0+3
0x08CD	0x300A      	MOVLW      10
0x08CE	0x00F4      	MOVWF      R4
0x08CF	0x01F5      	CLRF       R4+1
0x08D0	0x01F6      	CLRF       R4+2
0x08D1	0x01F7      	CLRF       R4+3
0x08D2	0x118A      	BCF        PCLATH, 3
0x08D3	0x24B0      	CALL       _Mul_32x32_U
0x08D4	0x158A      	BSF        PCLATH, 3
0x08D5	0x30FF      	MOVLW      255
0x08D6	0x00F4      	MOVWF      R4
0x08D7	0x3003      	MOVLW      3
0x08D8	0x00F5      	MOVWF      R4+1
0x08D9	0x01F6      	CLRF       R4+2
0x08DA	0x01F7      	CLRF       R4+3
0x08DB	0x118A      	BCF        PCLATH, 3
0x08DC	0x2152      	CALL       _Div_32x32_U
0x08DD	0x158A      	BSF        PCLATH, 3
0x08DE	0x0870      	MOVF       R0, 0
0x08DF	0x00D7      	MOVWF      _dec2
;MyProject.c,225 :: 		disp_t;              //chama a macro
0x08E0	0x3002      	MOVLW      2
0x08E1	0x00ED      	MOVWF      FARG_Lcd_Chr_row
0x08E2	0x3009      	MOVLW      9
0x08E3	0x00EE      	MOVWF      FARG_Lcd_Chr_column
0x08E4	0x3030      	MOVLW      48
0x08E5	0x0760      	ADDWF      FLOC__Celsius+4, 0
0x08E6	0x00EF      	MOVWF      FARG_Lcd_Chr_out_char
0x08E7	0x118A      	BCF        PCLATH, 3
0x08E8	0x2324      	CALL       _Lcd_Chr
0x08E9	0x158A      	BSF        PCLATH, 3
0x08EA	0x3030      	MOVLW      48
0x08EB	0x0750      	ADDWF      _unidade, 0
0x08EC	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x08ED	0x118A      	BCF        PCLATH, 3
0x08EE	0x2106      	CALL       _Lcd_Chr_CP
0x08EF	0x158A      	BSF        PCLATH, 3
0x08F0	0x302E      	MOVLW      46
0x08F1	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x08F2	0x118A      	BCF        PCLATH, 3
0x08F3	0x2106      	CALL       _Lcd_Chr_CP
0x08F4	0x158A      	BSF        PCLATH, 3
0x08F5	0x3030      	MOVLW      48
0x08F6	0x0758      	ADDWF      _dec1, 0
0x08F7	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x08F8	0x118A      	BCF        PCLATH, 3
0x08F9	0x2106      	CALL       _Lcd_Chr_CP
0x08FA	0x158A      	BSF        PCLATH, 3
0x08FB	0x3030      	MOVLW      48
0x08FC	0x0757      	ADDWF      _dec2, 0
0x08FD	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x08FE	0x118A      	BCF        PCLATH, 3
0x08FF	0x2106      	CALL       _Lcd_Chr_CP
0x0900	0x158A      	BSF        PCLATH, 3
0x0901	0x3002      	MOVLW      2
0x0902	0x00E8      	MOVWF      FARG_CustomChar_pos_row
0x0903	0x300E      	MOVLW      14
0x0904	0x00E9      	MOVWF      FARG_CustomChar_pos_char
0x0905	0x118A      	BCF        PCLATH, 3
0x0906	0x2572      	CALL       _CustomChar
0x0907	0x158A      	BSF        PCLATH, 3
;MyProject.c,227 :: 		Lcd_Out(2,15,"C");   //escreve "C" de Celsius no display
0x0908	0x3002      	MOVLW      2
0x0909	0x00E8      	MOVWF      FARG_Lcd_Out_row
0x090A	0x300F      	MOVLW      15
0x090B	0x00E9      	MOVWF      FARG_Lcd_Out_column
0x090C	0x302D      	MOVLW      ?lstr3_MyProject
0x090D	0x00EA      	MOVWF      FARG_Lcd_Out_text
0x090E	0x118A      	BCF        PCLATH, 3
0x090F	0x245B      	CALL       _Lcd_Out
0x0910	0x158A      	BSF        PCLATH, 3
;MyProject.c,228 :: 		delay_ms(800);       //taxa de atualização do display e das medidas
0x0911	0x3009      	MOVLW      9
0x0912	0x00FB      	MOVWF      R11
0x0913	0x301E      	MOVLW      30
0x0914	0x00FC      	MOVWF      R12
0x0915	0x30E4      	MOVLW      228
0x0916	0x00FD      	MOVWF      R13
L_Celsius19:
0x0917	0x0BFD      	DECFSZ     R13, 1
0x0918	0x2917      	GOTO       L_Celsius19
0x0919	0x0BFC      	DECFSZ     R12, 1
0x091A	0x2917      	GOTO       L_Celsius19
0x091B	0x0BFB      	DECFSZ     R11, 1
0x091C	0x2917      	GOTO       L_Celsius19
0x091D	0x0000      	NOP
;MyProject.c,229 :: 		}
L_end_Celsius:
0x091E	0x0008      	RETURN
; end of _Celsius
_main:
0x091F	0x118A      	BCF        PCLATH, 3
0x0920	0x27AC      	CALL       1964
0x0921	0x158A      	BSF        PCLATH, 3
;MyProject.c,66 :: 		void main()
;MyProject.c,68 :: 		adcon0 = 0b00000001;                       //Seleciona o pino analógico AN0
0x0922	0x3001      	MOVLW      1
0x0923	0x1283      	BCF        STATUS, 5
0x0924	0x1303      	BCF        STATUS, 6
0x0925	0x009F      	MOVWF      ADCON0
;MyProject.c,69 :: 		TRISA = 0xff;                              //Configura todo PORTA como entrada
0x0926	0x30FF      	MOVLW      255
0x0927	0x1683      	BSF        STATUS, 5
0x0928	0x0085      	MOVWF      TRISA
;MyProject.c,70 :: 		TRISC = 0x00;                              //Configura todo PORTC como saída
0x0929	0x0187      	CLRF       TRISC
;MyProject.c,71 :: 		TRISD = 0x04;                              //Configura o pino RD2 como entrada
0x092A	0x3004      	MOVLW      4
0x092B	0x0088      	MOVWF      TRISD
;MyProject.c,72 :: 		PORTA = 0x00;                              //Inicializa os bits em low
0x092C	0x1283      	BCF        STATUS, 5
0x092D	0x0185      	CLRF       PORTA
;MyProject.c,73 :: 		PORTC = 0x00;                              //Inicializa os bits em low
0x092E	0x0187      	CLRF       PORTC
;MyProject.c,74 :: 		PORTD = 0x01;                              //Inicializa RD0 em high
0x092F	0x3001      	MOVLW      1
0x0930	0x0088      	MOVWF      PORTD
;MyProject.c,76 :: 		TRISB = 0b00000011;                        //Configura entradas e saidas RB
0x0931	0x3003      	MOVLW      3
0x0932	0x1683      	BSF        STATUS, 5
0x0933	0x0086      	MOVWF      TRISB
;MyProject.c,77 :: 		RB2_bit = 0x00;
0x0934	0x1283      	BCF        STATUS, 5
0x0935	0x1106      	BCF        RB2_bit, BitPos(RB2_bit+0)
;MyProject.c,78 :: 		RB3_bit = 0x00;
0x0936	0x1186      	BCF        RB3_bit, BitPos(RB3_bit+0)
;MyProject.c,79 :: 		RB4_bit = 0x00;
0x0937	0x1206      	BCF        RB4_bit, BitPos(RB4_bit+0)
;MyProject.c,80 :: 		RB5_bit = 0x00;
0x0938	0x1286      	BCF        RB5_bit, BitPos(RB5_bit+0)
;MyProject.c,82 :: 		Lcd_Init();                                //Inicializa o display
0x0939	0x118A      	BCF        PCLATH, 3
0x093A	0x2729      	CALL       _Lcd_Init
0x093B	0x158A      	BSF        PCLATH, 3
;MyProject.c,83 :: 		Lcd_Cmd(_Lcd_Cursor_Off);                  //Apaga o cursor
0x093C	0x300C      	MOVLW      12
0x093D	0x1683      	BSF        STATUS, 5
0x093E	0x00A0      	MOVWF      FARG_Lcd_Cmd_out_char
0x093F	0x118A      	BCF        PCLATH, 3
0x0940	0x20AB      	CALL       _Lcd_Cmd
0x0941	0x158A      	BSF        PCLATH, 3
;MyProject.c,84 :: 		Lcd_Cmd(_LCD_CLEAR);                       //Limpa o display
0x0942	0x3001      	MOVLW      1
0x0943	0x1683      	BSF        STATUS, 5
0x0944	0x00A0      	MOVWF      FARG_Lcd_Cmd_out_char
0x0945	0x118A      	BCF        PCLATH, 3
0x0946	0x20AB      	CALL       _Lcd_Cmd
0x0947	0x158A      	BSF        PCLATH, 3
;MyProject.c,86 :: 		text=("TEMPERATURA");                     //Armazena o texto na variável text
0x0948	0x3038      	MOVLW      ?lstr1_MyProject
0x0949	0x00D9      	MOVWF      _text
;MyProject.c,87 :: 		lcd_out(1,3,text);                        //Escreve o texto uma vez no display, linha 1, coluna 3
0x094A	0x3001      	MOVLW      1
0x094B	0x00E8      	MOVWF      FARG_Lcd_Out_row
0x094C	0x3003      	MOVLW      3
0x094D	0x00E9      	MOVWF      FARG_Lcd_Out_column
0x094E	0x0859      	MOVF       _text, 0
0x094F	0x00EA      	MOVWF      FARG_Lcd_Out_text
0x0950	0x118A      	BCF        PCLATH, 3
0x0951	0x245B      	CALL       _Lcd_Out
0x0952	0x158A      	BSF        PCLATH, 3
;MyProject.c,88 :: 		text=("Temp =");                          //Armazena o texto na variável text
0x0953	0x302F      	MOVLW      ?lstr2_MyProject
0x0954	0x00D9      	MOVWF      _text
;MyProject.c,89 :: 		lcd_out(2,1,text);                        //Escreve o texto uma vez no display, linha 2, coluna 1
0x0955	0x3002      	MOVLW      2
0x0956	0x00E8      	MOVWF      FARG_Lcd_Out_row
0x0957	0x3001      	MOVLW      1
0x0958	0x00E9      	MOVWF      FARG_Lcd_Out_column
0x0959	0x0859      	MOVF       _text, 0
0x095A	0x00EA      	MOVWF      FARG_Lcd_Out_text
0x095B	0x118A      	BCF        PCLATH, 3
0x095C	0x245B      	CALL       _Lcd_Out
0x095D	0x158A      	BSF        PCLATH, 3
;MyProject.c,92 :: 		OPTION_REG = 0b00000001;                  //Ativa resistor de pull-up e configura pre-escaler, neste caso 1:4
0x095E	0x3001      	MOVLW      1
0x095F	0x1683      	BSF        STATUS, 5
0x0960	0x0081      	MOVWF      OPTION_REG
;MyProject.c,93 :: 		GIE_bit    = 0x01;                        //Habilita a int global
0x0961	0x178B      	BSF        GIE_bit, BitPos(GIE_bit+0)
;MyProject.c,94 :: 		PEIE_bit   = 0x01;                        //Habilita a int dos perifericos
0x0962	0x170B      	BSF        PEIE_bit, BitPos(PEIE_bit+0)
;MyProject.c,95 :: 		T0IE_bit   = 0x01;                        //Habilita int do timer 0
0x0963	0x168B      	BSF        T0IE_bit, BitPos(T0IE_bit+0)
;MyProject.c,97 :: 		while(1)                               //Início do loop infinito
L_main0:
;MyProject.c,98 :: 		{   aux  = 0 ;
0x0964	0x1283      	BCF        STATUS, 5
0x0965	0x01AA      	CLRF       _aux
0x0966	0x01AB      	CLRF       _aux+1
;MyProject.c,99 :: 		aux2 = 0 ;
0x0967	0x01A8      	CLRF       _aux2
0x0968	0x01A9      	CLRF       _aux2+1
;MyProject.c,100 :: 		aux3 = 0 ;
0x0969	0x01A6      	CLRF       _aux3
0x096A	0x01A7      	CLRF       _aux3+1
;MyProject.c,102 :: 		if(RD2_bit == 0)
0x096B	0x1908      	BTFSC      RD2_bit, BitPos(RD2_bit+0)
0x096C	0x296F      	GOTO       L_main2
;MyProject.c,104 :: 		Celsius();                          //Se RD0 estiver em low, exibe temperatura em Celsius
0x096D	0x2000      	CALL       _Celsius
;MyProject.c,105 :: 		}
0x096E	0x2972      	GOTO       L_main3
L_main2:
;MyProject.c,106 :: 		else   Fahrenheit();               //Se não, exibe temperatura em Fahrenheit
0x096F	0x118A      	BCF        PCLATH, 3
0x0970	0x25FA      	CALL       _Fahrenheit
0x0971	0x158A      	BSF        PCLATH, 3
L_main3:
;MyProject.c,108 :: 		if(RD5_bit == 0)
0x0972	0x1A88      	BTFSC      RD5_bit, BitPos(RD5_bit+0)
0x0973	0x2978      	GOTO       L_main4
;MyProject.c,110 :: 		Ligar ();                         //Se RD5 estiver em low, Liga a saida principal
0x0974	0x118A      	BCF        PCLATH, 3
0x0975	0x270F      	CALL       _Ligar
0x0976	0x158A      	BSF        PCLATH, 3
;MyProject.c,111 :: 		}
0x0977	0x297B      	GOTO       L_main5
L_main4:
;MyProject.c,112 :: 		else   Desliga();                 //Desliga todas as saida principal
0x0978	0x118A      	BCF        PCLATH, 3
0x0979	0x2714      	CALL       _Desliga
0x097A	0x158A      	BSF        PCLATH, 3
L_main5:
;MyProject.c,114 :: 		if(RD6_bit == 0)
0x097B	0x1B08      	BTFSC      RD6_bit, BitPos(RD6_bit+0)
0x097C	0x2981      	GOTO       L_main6
;MyProject.c,116 :: 		Liga_Saida1();                 //Se RD6 estiver emm low, Liga a saida 1
0x097D	0x118A      	BCF        PCLATH, 3
0x097E	0x2719      	CALL       _Liga_Saida1
0x097F	0x158A      	BSF        PCLATH, 3
;MyProject.c,117 :: 		}
0x0980	0x2984      	GOTO       L_main7
L_main6:
;MyProject.c,118 :: 		else  Des_Saida1();              //Desliga a saida 1
0x0981	0x118A      	BCF        PCLATH, 3
0x0982	0x271D      	CALL       _Des_Saida1
0x0983	0x158A      	BSF        PCLATH, 3
L_main7:
;MyProject.c,120 :: 		if(RD7_bit == 0)
0x0984	0x1B88      	BTFSC      RD7_bit, BitPos(RD7_bit+0)
0x0985	0x298A      	GOTO       L_main8
;MyProject.c,122 :: 		Liga_Saida2();                //Se RD7_bit estiver emm low, Liga a saida 2
0x0986	0x118A      	BCF        PCLATH, 3
0x0987	0x2721      	CALL       _Liga_Saida2
0x0988	0x158A      	BSF        PCLATH, 3
;MyProject.c,123 :: 		}
0x0989	0x298D      	GOTO       L_main9
L_main8:
;MyProject.c,124 :: 		else Des_Saida2();              //Desliga a saida 2
0x098A	0x118A      	BCF        PCLATH, 3
0x098B	0x2725      	CALL       _Des_Saida2
0x098C	0x158A      	BSF        PCLATH, 3
L_main9:
;MyProject.c,126 :: 		if(RB0_bit == 0)                   //Checa sensor do shampoo
0x098D	0x1806      	BTFSC      RB0_bit, BitPos(RB0_bit+0)
0x098E	0x2995      	GOTO       L_main10
;MyProject.c,128 :: 		RB2_bit = 1;
0x098F	0x1506      	BSF        RB2_bit, BitPos(RB2_bit+0)
;MyProject.c,129 :: 		TMR0 = 0x00; //inicia timer
0x0990	0x0181      	CLRF       TMR0
;MyProject.c,130 :: 		aux = 1;
0x0991	0x3001      	MOVLW      1
0x0992	0x00AA      	MOVWF      _aux
0x0993	0x3000      	MOVLW      0
0x0994	0x00AB      	MOVWF      _aux+1
;MyProject.c,131 :: 		}
L_main10:
;MyProject.c,133 :: 		if(RB1_bit == 0)                   //Checa sensor do shampoo
0x0995	0x1886      	BTFSC      RB1_bit, BitPos(RB1_bit+0)
0x0996	0x299D      	GOTO       L_main11
;MyProject.c,135 :: 		RB5_bit = 1;
0x0997	0x1686      	BSF        RB5_bit, BitPos(RB5_bit+0)
;MyProject.c,136 :: 		TMR0 = 0x00; //inicia timer
0x0998	0x0181      	CLRF       TMR0
;MyProject.c,137 :: 		aux2 = 1;
0x0999	0x3001      	MOVLW      1
0x099A	0x00A8      	MOVWF      _aux2
0x099B	0x3000      	MOVLW      0
0x099C	0x00A9      	MOVWF      _aux2+1
;MyProject.c,138 :: 		}
L_main11:
;MyProject.c,142 :: 		} //end while
0x099D	0x2964      	GOTO       L_main0
;MyProject.c,143 :: 		} //end main
L_end_main:
0x099E	0x299E      	GOTO       $+0
; end of _main
;MyProject.c,0 :: ?ICS_aux3
0x0783	0x3400 ;?ICS_aux3+0
0x0784	0x3400 ;?ICS_aux3+1
; end of ?ICS_aux3
;MyProject.c,0 :: ?ICS_aux2
0x0785	0x3400 ;?ICS_aux2+0
0x0786	0x3400 ;?ICS_aux2+1
; end of ?ICS_aux2
;MyProject.c,0 :: ?ICS_aux
0x0787	0x3400 ;?ICS_aux+0
0x0788	0x3400 ;?ICS_aux+1
; end of ?ICS_aux
;__Lib_ADC_A_C.c,0 :: ?ICS_vref_mask
0x0789	0x340F ;?ICS_vref_mask+0
; end of ?ICS_vref_mask
;MyProject.c,0 :: ?ICS?lstr3_MyProject
0x078A	0x3443 ;?ICS?lstr3_MyProject+0
0x078B	0x3400 ;?ICS?lstr3_MyProject+1
; end of ?ICS?lstr3_MyProject
;MyProject.c,0 :: ?ICS?lstr2_MyProject
0x078C	0x3454 ;?ICS?lstr2_MyProject+0
0x078D	0x3465 ;?ICS?lstr2_MyProject+1
0x078E	0x346D ;?ICS?lstr2_MyProject+2
0x078F	0x3470 ;?ICS?lstr2_MyProject+3
0x0790	0x3420 ;?ICS?lstr2_MyProject+4
0x0791	0x343D ;?ICS?lstr2_MyProject+5
0x0792	0x3400 ;?ICS?lstr2_MyProject+6
; end of ?ICS?lstr2_MyProject
;MyProject.c,0 :: ?ICS?lstr4_MyProject
0x0793	0x3446 ;?ICS?lstr4_MyProject+0
0x0794	0x3400 ;?ICS?lstr4_MyProject+1
; end of ?ICS?lstr4_MyProject
;MyProject.c,0 :: ?ICS?lstr1_MyProject
0x0795	0x3454 ;?ICS?lstr1_MyProject+0
0x0796	0x3445 ;?ICS?lstr1_MyProject+1
0x0797	0x344D ;?ICS?lstr1_MyProject+2
0x0798	0x3450 ;?ICS?lstr1_MyProject+3
0x0799	0x3445 ;?ICS?lstr1_MyProject+4
0x079A	0x3452 ;?ICS?lstr1_MyProject+5
0x079B	0x3441 ;?ICS?lstr1_MyProject+6
0x079C	0x3454 ;?ICS?lstr1_MyProject+7
0x079D	0x3455 ;?ICS?lstr1_MyProject+8
0x079E	0x3452 ;?ICS?lstr1_MyProject+9
0x079F	0x3441 ;?ICS?lstr1_MyProject+10
0x07A0	0x3400 ;?ICS?lstr1_MyProject+11
; end of ?ICS?lstr1_MyProject
;MyProject.c,0 :: ?ICS_conta
0x07A1	0x3400 ;?ICS_conta+0
0x07A2	0x3400 ;?ICS_conta+1
; end of ?ICS_conta
;MyProject.c,60 :: _character
0x07A3	0x3406 ;_character+0
0x07A4	0x3409 ;_character+1
0x07A5	0x3406 ;_character+2
0x07A6	0x3400 ;_character+3
0x07A7	0x3400 ;_character+4
0x07A8	0x3400 ;_character+5
0x07A9	0x3400 ;_character+6
0x07AA	0x3400 ;_character+7
; end of _character
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [105]    _interrupt
0x006D       [7]    _Delay_50us
0x0074      [13]    _Delay_5500us
0x0081       [3]    _Delay_1us
0x0084       [7]    _RES032
0x008B      [12]    _SETFUN32
0x0097       [8]    _Delay_22us
0x009F      [12]    _SETFOV32
0x00AB      [87]    _Lcd_Cmd
0x0102       [4]    _FIXSIGN32
0x0106       [9]    _Lcd_Chr_CP
0x010F       [7]    _____DoICP
0x0116      [13]    _SETIOV3224
0x0123      [47]    _NRM3232
0x0152     [376]    _Div_32x32_U
0x02CA      [90]    _NRM4032
0x0324      [55]    _Lcd_Chr
0x035B      [40]    _ADC_Read
0x0383     [160]    _Add_32x32_FP
0x0423      [56]    _average_temp
0x045B      [65]    _Lcd_Out
0x049C      [20]    _longword2double
0x04B0      [55]    _Mul_32x32_U
0x04E7     [139]    _double2longword
0x0572      [39]    _CustomChar
0x0599      [97]    _Mul_32x32_FP
0x05FA     [277]    _Fahrenheit
0x070F       [5]    _Ligar
0x0714       [5]    _Desliga
0x0719       [4]    _Liga_Saida1
0x071D       [4]    _Des_Saida1
0x0721       [4]    _Liga_Saida2
0x0725       [4]    _Des_Saida2
0x0729      [78]    _Lcd_Init
0x0777      [12]    ___CC2DW
0x0800     [287]    _Celsius
0x091F     [125]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0001       [1]    TMR0
0x0002       [1]    PCL
0x0003       [1]    STATUS
0x0004       [1]    FSR
0x0005       [1]    PORTA
0x0006       [0]    RB5_bit
0x0006       [0]    RB1_bit
0x0006       [0]    RB3_bit
0x0006       [0]    RB0_bit
0x0006       [0]    RB2_bit
0x0006       [0]    RB4_bit
0x0007       [0]    LCD_D5
0x0007       [0]    RC7_bit
0x0007       [0]    LCD_RS
0x0007       [0]    LCD_EN
0x0007       [0]    LCD_D4
0x0007       [0]    RC6_bit
0x0007       [0]    RC2_bit
0x0007       [0]    RC3_bit
0x0007       [0]    RC4_bit
0x0007       [0]    LCD_D7
0x0007       [1]    PORTC
0x0007       [0]    LCD_D6
0x0007       [0]    RC5_bit
0x0008       [0]    RD4_bit
0x0008       [0]    RD0_bit
0x0008       [0]    RD2_bit
0x0008       [0]    RD6_bit
0x0008       [0]    RD7_bit
0x0008       [0]    RD5_bit
0x0008       [1]    PORTD
0x0008       [0]    RD3_bit
0x0008       [0]    RD1_bit
0x000A       [1]    PCLATH
0x000B       [0]    PEIE_bit
0x000B       [0]    T0IE_bit
0x000B       [0]    T0IF_bit
0x000B       [0]    GIE_bit
0x000E       [1]    TMR1L
0x000F       [1]    TMR1H
0x001E       [1]    ADRESH
0x001F       [1]    ADCON0
0x0020       [1]    ___math_tempb
0x0021       [1]    __math_tempbD
0x0026       [2]    _aux3
0x0028       [2]    _aux2
0x002A       [2]    _aux
0x002C       [1]    _vref_mask
0x002D       [2]    ?lstr3_MyProject
0x002F       [7]    ?lstr2_MyProject
0x0036       [2]    ?lstr4_MyProject
0x0038      [12]    ?lstr1_MyProject
0x0044       [2]    _conta
0x0046       [4]    _t_Celsius
0x004A       [4]    _store
0x004E       [2]    ___DoICPAddr
0x0050       [1]    _unidade
0x0051       [1]    _dezena
0x0052       [4]    _t_Fahrenheit
0x0056       [0]    __Lib_Lcd_cmd_status
0x0057       [1]    _dec2
0x0058       [1]    _dec1
0x0059       [1]    _text
0x005A       [1]    ___saveSTATUS
0x005B       [1]    ___savePCLATH
0x005C      [12]    FLOC__Fahrenheit
0x005C      [12]    FLOC__Celsius
0x0068       [1]    FARG_CustomChar_pos_row
0x0068       [1]    FARG_Lcd_Out_row
0x0068       [1]    average_temp_i_L0
0x0069       [1]    FARG_Lcd_Out_column
0x0069       [4]    average_temp_temp_store_L0
0x0069       [1]    FARG_CustomChar_pos_char
0x006A       [1]    FARG_Lcd_Out_text
0x006A       [1]    CustomChar_i_L0
0x006B       [1]    Lcd_Out_i_L0
0x006D       [1]    FARG_Lcd_Chr_CP_out_char
0x006D       [1]    FARG_ADC_Read_channel
0x006D       [1]    FARG_Lcd_Chr_row
0x006E       [1]    FARG_Lcd_Chr_column
0x006F       [1]    FARG_Lcd_Chr_out_char
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0081       [1]    OPTION_REG
0x0085       [1]    TRISA
0x0086       [1]    TRISB
0x0087       [0]    LCD_RS_Direction
0x0087       [1]    TRISC
0x0087       [0]    LCD_D7_Direction
0x0087       [0]    TRISC4_bit
0x0087       [0]    TRISC5_bit
0x0087       [0]    LCD_D6_Direction
0x0087       [0]    LCD_D4_Direction
0x0087       [0]    LCD_D5_Direction
0x0087       [0]    TRISC7_bit
0x0087       [0]    TRISC6_bit
0x0087       [0]    LCD_EN_Direction
0x0087       [0]    TRISC3_bit
0x0087       [0]    TRISC2_bit
0x0088       [1]    TRISD
0x009E       [1]    ADRESL
0x009F       [1]    ADCON1
0x00A0       [1]    FARG_Lcd_Cmd_out_char
//** Constants locations ** 
//ADDRESS    SIZE    CONSTANT
//----------------------------------------------
0x0783       [2]    ?ICS_aux3
0x0785       [2]    ?ICS_aux2
0x0787       [2]    ?ICS_aux
0x0789       [1]    ?ICS_vref_mask
0x078A       [2]    ?ICS?lstr3_MyProject
0x078C       [7]    ?ICS?lstr2_MyProject
0x0793       [2]    ?ICS?lstr4_MyProject
0x0795      [12]    ?ICS?lstr1_MyProject
0x07A1       [2]    ?ICS_conta
0x07A3       [8]    _character
